35993098000100,Z.A. DIGITAL DE SAO PAULO SISTEMA DE ESTACIONAMENTO ROTATIVO S.A.,ZAD SAO PAULO                           ,AV PRES JUSCELINO KUBITSCHEK,1830, ANDAR 2 BLOCO 3,VILA NOVA CONCEICAO,SÃO PAULO,,Brasil,65002199,,82.99-7-99 /74.90-1-04,,Lucro Real,,,,,,
60537263081573,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP PONTEIO                            ,ROD BR TREZENTOS E CINQUENTA E SEIS,,SUBSL,SANTA LUCIA,30320-901,,Brasil,0270747032X,,52.23-1-00,,Lucro Real,,,,,
60537263081492,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR AEROPORTO LAGOA SANTA - MP,ROD MG 10,,800 KM 03,,MG,33400-000,,Brasil,74692013,,52.23-1-00,,Lucro Real,,,,
60537263080844,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM THE PLAZA BELVEDERE              ,ROD STAEL MARY BICALHO MOTTA MAGALHAES,,EDIF   GARAGEM,BELVEDERE,30320-760,,Brasil,2707470265,,52.23-1-00,,Lucro Real,,,,,
60537263079595,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD BAHIA - MP,R DA BAHIA,,,CENTRO,30160-011,,Brasil,2707470141,,52.23-1-00,,Lucro Real,,,,,
60537263081140,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM WORK CENTER BH - MP,AV AFONSO PENA,,,FUNCIONARIOS,30130-909,,Brasil,2707470273,,52.23-1-00,,Lucro Real,,,,,
60537263080682,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM CANOPUS CORPORATE SAVASSI        ,R ANTONIO DE ALBUQUERQUE,,,SAVASSI,30112-010,,Brasil,2707470249,,52.23-1-00,,Lucro Real,,,,,
60537263080925,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM STA RITA DURAO - MP,R ESPIRITO SANTO,,,LOURDES,30160-032,,Brasil,2707470257,,52.23-1-00,,Lucro Real,,,,,
60537263079404,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ADMINISTRACAO E SERVICOS - MG           ,R DA BAHIA,,ANDAR: 6, SALA: 1201,3106200,MG,30160-010,,Brasil,2707470184,,52.23-1-00,,Lucro Real,,,
60537263078513,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM AMAZONAS - MP,AV AMAZONAS,,,CENTRO,30180-000,,Brasil,2707470087,,52.23-1-00,,Lucro Real,,,,,
60537263078432,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CLUBE MINAS TENIS I,R DA BAHIA ,,,LOURDES,30160-019,,Brasil,2707470079,,52.23-1-00,,Lucro Real,,,,,
60537263055149,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN COL MARISTA CHEVROLET HALL,AV NOSSA SENHORA DO CARMO,,,CARMO,30330-000,,Brasil,2707470028,,52.23-1-00,,Lucro Real,,,,,
60537263035202,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN IBMEC BH,R DOS TIMBIRAS,,,FUNCIONARIOS,30140-068,,Brasil,0270747001X,,52.23-1-00,,Lucro Real,,,,,
60537263120064,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM REDENCAO                         ,AV TANCREDO NEVES,,,CAMINHO DAS ARVORES,41820-021,,Brasil,54794600988,,52.23-1-00,,Lucro Real,,,,,
60537263115141,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SCP SHOP PARQUE BAHIA,AV SANTOS DUMONT ,,,CENTRO,42702-400,,Brasil,10032723,,52.23-1-00,,Lucro Presumido,,,,,
60537263110344,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP PORTUGUES - WP,AV PRINCESA ISABEL,,,BARRA,40140-000,,Brasil,54794600236,,52.23-1-00,,Lucro Real,,,,,
60537263101272,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ARENA ITAIPAVA FONTE NOVA - WP,LD DA FONTE DAS PEDRAS,,EDIF ARENA DA FONTE NOVA OUTROS ESTACIONAMENTO,NAZARE,40050-565,,Brasil,54794600152,,52.23-1-00,,Lucro Real,,,,,
60537263102910,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SCP SHOP PARQUE ARACAJU,AV JOAO RODRIGUES ,,,INDUSTRIAL,49065-450,,Brasil,1070235,,52.23-1-00,,Lucro Presumido,,,,,
60537263111405,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP STA CASA DE MACEIO - BOLSAO A,R BARAO DE MACEIO ,,,CENTRO,57020-360,,Brasil,901437952,,52.23-1-00,,Lucro Real,,,,,
60537263111316,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP STA CASA DE MACEIO - BOLSAO B,R DIAS CABRAL,,,CENTRO,57020-250,,Brasil,901437947,,52.23-1-00,,Lucro Real,,,,,
60537263111235,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP STA CASA DE MACEIO - BOLSAO E,R LI PROFESSOR VIRGINIO DE CAMPOS ,,,FAROL,57055-235,,Brasil,901437962,,52.23-1-00,,Lucro Real,,,,,
60537263111588,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP STA CASA DE MACEIO - BOLSAO D,AV VIEIRA PERDIGAO,,,PRADO,57020-301,,Brasil,901437973,,52.23-1-00,,Lucro Real,,,,,
60537263109923,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP SANTA CASA DE MACEIO - BOLSAO C    ,R DIAS CABRAL,,,CENTRO,57020-250,,Brasil,901435525,,52.23-1-00,,Lucro Real,,,,,
60537263116385,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,LAZER MERCADO DA TORRE 2,R JOSE BONIFACIO,,,TORRE,50710-001,,Brasil,6468268,,52.23-1-00,,Lucro Real,,,,,
60537263115222,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,LAZER MERCADO DA TORRE 1,R JOSE BONIFACIO,,,TORRE,50710-001,,Brasil,6386580,,52.23-1-00,,Lucro Real,,,,,
60537263109842,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP PATTEO OLINDA,R EDUARDO DE MORAES,,,CASA CAIADA - 1,53130-635,,Brasil,945684,,52.23-1-00,,Lucro Real,,,,,
60537263089477,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM EMPRESARIAL PE,PC MIGUEL DE CERVANTES ,,EDIF   COM EMPRESARIAL PE,ILHA DO LEITE,50070-520,,Brasil,5208017,,52.23-1-00,,Lucro Real,,,,,
60537263083940,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM JOPIN,AV ANTONIO DE GOES,,,PINA,51010-000,,Brasil,4978439,,52.23-1-00,,Lucro Real,,,,,
60537263058598,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR RECIFE 4 - DOMINGOS MARTINS - PERP,R DOMINGOS JOSE MARTINS,,,RECIFE ANTIGO,50030-200,,Brasil,4625730_SUSPENSA,,52.23-1-00,,Lucro Real,,,,,
60537263058407,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR RECIFE 2 - RIO BRANCO - PERP,AV RIO BRANCO,,,RECIFE ANTIGO,50030-310,,Brasil,4624963_SUSPENSA,,52.23-1-00,,Lucro Real,,,,,
60537263058326,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR RECIFE 3 - GUIA - PERP,R DA GUIA,,,RECIFE ANTIGO,50030-210,,Brasil,4625773_SUSPENSA,,52.23-1-00,,Lucro Real,,,,,
60537263058164,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM MOURA DUBEUX EMPRESARIAL - PERP,AV ENGENHEIRO DOMINGOS FERREIRA,,,BOA VIAGEM,51011-051,,Brasil,4625129,,52.23-1-00,,Lucro Real,,,,,
60537263058083,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,LOJA C&A RECIFE - PERP,AV CONDE DE BOA VISTA,,,BOA VISTA,50060-003,,Brasil,4625005_SUSPENSA,,52.23-1-00,,Lucro Real,,,,,
60537263057940,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN BOA VISTA CATOLICA - PERP,R PADRE CARAPUCEIRO ,,EDIF   COM QUEIROZ GALVAO,BOA VIAGEM,51020-280,,Brasil,4625099,,52.23-1-00,,Lucro Real,,,,,
60537263057869,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP STA JOANA DIAGNOSTICOS - PERP,R DOM BOSCO ,,,BOA VISTA,50070-070,,Brasil,4625633_SUSPENSA,,52.23-1-00,,Lucro Real,,,,,
60537263057605,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP STA JOANA - PERP,R JOAQUIM NABUCO,,,GRACAS,52011-000,,Brasil,4625668,,52.23-1-00,,Lucro Real,,,,,
60537263057516,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP MEMORIAL S JOSE - PERP,R DAS FRONTEIRAS ,,,BOA VISTA,50070-170,,Brasil,4625790,,52.23-1-00,,Lucro Real,,,,,
60537263112045,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP PATIO ALTIPLANO,R POETA TARGINO TEIXEIRA ,,GARAGEVG01,ALTIPLANO CABO BRANCO,58046-090,,Brasil,1443780,,52.23-1-00,,Lucro Real,,,,,
60537263108951,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP TAMBIA,R DEPUTADO ODON BEZERRA,,GARAGE000G1,TAMBIA,58020-500,,Brasil,1418190,,52.23-1-00,,Lucro Real,,,,,
60537263113360,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP RIO GRANDE,AV AFONSO PENA,,,TIROL,59020-100,,Brasil,2180090,,52.23-1-00,,Lucro Real,,,,,
60537263090130,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,AERO NATAL,ESTC AEROPORTO ,,,SANTO ANTONIO DO POTENGI,59290-000,,Brasil,46647,,52.23-1-00,,Lucro Real,,,,,
60537263116709,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP PRO CARDIACO- GALPAO,R GENERAL POLIDORO,,,BOTAFOGO,22280-003,,Brasil,11856926,,52.23-1-00,,Lucro Real,,,,,
60537263021163,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED CINCINATO BRAGA,R CINCINATO BRAGA ,,,BELA VISTA,01333-010,,Brasil,37455524,,52.23-1-00,,Lucro Real,,,,,
60537263020272,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM CENTRO EMPRESARIAL VERGUEIRO,R VERQUEIRO ,,,VILA MARIANA,04101-000,,Brasil,37295896,,52.23-1-00,,Lucro Real,,,,,
60537263025070,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP SAO GONCAL,AV   SAO GONCALO ,,,BOA VISTA,24466-310,,Brasil,PENDENTE,,52.23-1-00,,Lucro Real,,,,,
60537263023700,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP SCP BAY MARKET,R VISCONDE DO RIO BRANCO,,,CENTRO,24020-002,,Brasil,846188,,52.23-1-00,,Lucro Presumido,,,,,
60.537.263/1202-26,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ESCRIT ADM REGIONAL - BA                ,R FREDERICO SIMOES,,EDIF LIZ EMPRESARIAL SALA 1501,CAMINHO DAS ARVORES,41820-774,,Brasil,54794601143,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1203-07,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM 203 OFFICES EMPRESARIAL,AV DOM ANTONIO BRANDAO,,,FAROL,57051-190,,Brasil,901467961,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1204-98,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP SETE LAGOAS,"AV OTAVIO CAMPELO RIBEIRO
",,,ELDORADO,35702-153,,Brasil,EM ANDAMENTO,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1205-79,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM VERTICE VALINHOS ,R LUIZ SPIANDORELLI NETO,,,JARDIM PAIQUERE,13271-570,,Brasil,3252000,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1206-50,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED S CAMILO SANTANA,R VOLUNTARIOS DA PATRIA,,,SANTANA,02401-300,,Brasil,66139350,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1207-30,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM SP HEADQUARTERS II               ,AV DAS NACOES UNIDAS,,,VILA ALMEIDA,04795-100,,Brasil,66139368,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1208-11,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP S CAMILO SANTANA,"R DOUTOR LUIS LUSTOSA DA SILVA
",,,SANTANA,02406-040,,Brasil,66180651,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1209-00,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN COL S LUIS VILA MARIANA,AV DOUTOR DANTE PAZZANESE,,,VILA MARIANA,04012-180,,Brasil,66340691,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1211-17,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR PORTUGAL,R PORTUGAL,,,COMERCIO,40015-000,,Brasil,54794601309,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1212-06,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP S CAMILO IPIRANGA,PC MONUMENTO,,,VILA MONUMENTO,04261-050,,Brasil,66180660,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1213-89,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM AVENUE UNIQUE OFFICES,AV ANA COSTA,,,GONZAGA,11060-002,,Brasil,2934938,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1214-60,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM JOSE MARTINS BORGES,AV PAULISTA,,ANEXO CINCINATO BRAGA 301,BELA VISTA,01310-000,,Brasil,66141222,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1216-21,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED LIFE VIX MALL,AV LEITAO DA SILVA,,,GURIGICA,29046-010,,Brasil,1274726,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1176-08,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM SÃO BENTO CORPORATE,R SAO BENTO,,SUBSOLO TERREO 1 E 2 PAVIMENTOS,CENTRO,20090-010,,Brasil,11958761,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1178-61,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP HORTOLANDIA,R JOSE CAMILO DE CAMARGO,,,LOTEAMENTO REMANSO CAMPINEIRO,13184-494,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1179-42,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP DOWNTOWN,AV DAS AMERICAS,,GARAGEM SUBSOLO,BARRA DA TIJUCA,22640-904,,Brasil,11971415,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1218-93,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM PASSARELLI,R PAIS LEME,,CONJ 136,PINHEIROS,05424-904,,Brasil,66971888,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1219-74,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM TENERIFE,R GOMES DE CARVALHO,,TERREO1511,VILA OLIMPIA,04547-005,,Brasil,66971918,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1221-99,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP MORUMBI TOWN,AV GIOVANNI GRONCHI,,,VILA ANDRADE,05724-002,,Brasil,67158935,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1222-70,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP VILLA LOBOS,R LITUANIA,,LOTE C,ALTO DA MOOCA,03184-020,,Brasil,67165958,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1223-50,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED HOSP BRASIL,R TIRADENTES,,,VILA ASSUNCAO,09030-560,,Brasil,295839,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1224-31,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP MEMORIAL ARTHUR RAMOS,R HUGO CORREA PAES,,,GRUTA DE LOURDES,57052-827,,Brasil,90145198,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1225-12,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED ALPHA MEDICAL,AV LUIS VIANA FILHO,,,ALPHAVILLE,41730-101,,Brasil,54794601481 ,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1226-01,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM TORRE SUL,R JAMES JOULE,,,CIDADE MONCOES,04576-080,,Brasil,67669450,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1227-84,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE CONV DE SALVADOR,AV OCTAVIO MANGABEIRA,,,BOCA DO RIO,41706-690,,Brasil,547794601556,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1229-46,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM DUMAS TOWER,R ALEXANDRE DUMAS,,CONJ 161,CHACARA SANTO ANTONIO (ZONA SUL),04717-004,,Brasil,67928404,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1230-80,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP NITERÓI D'OR II,R MARIZ E BARROS,,TERREOSUBSOLO,ICARAI,24220-121,,Brasil,3038501,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1233-22,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR HOSP GLORIA D'OR II,RUA BENJAMIM CONSTANT, 88 e 88A,,,RJ,20241-150,,Brasil,12843658,,52.23-1-00,,Lucro Real,,,,
60.537.263/1234-03,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE CONV SANTOS CONVENTION CENTER,AC AVENIDA MARIO COVAS,,,PONTA DA PRAIA,11030-460,,Brasil,2995757,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1235-94,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED RADIUM INSTITUTO DE ONCOLOGIA,AV DOUTOR HEITOR PENTEADO,,,JARDIM CAMPINAS,13075-460,,Brasil,6684157,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1236-75,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR SAO CAMILO IPIRANGA,R PAULO BREGARO,,,VILA MONUMENTO,04261-000,,Brasil,68620543,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1237-56,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD POSTO SEIS,AV MAESTRO PAULO SILVA,,,JARDIM CARIOCA,21920-445,,Brasil,13060649,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1238-37,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR FARIAS UNIMED,R VICENTE NOGUEIRA BRAGA,,,FATIMA,60040-570,,Brasil,6458114,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1239-18,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP UNIMED FORTALEZA,AV VISCONDE DO RIO BRANCO,,,FATIMA,60055-304,,Brasil,6458134,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1240-51,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN MACKENZIE CAMPINAS,AV BRASIL,,,JARDIM GUANABARA,13073-148,,Brasil,6871321,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1241-32,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP STA CASA VALINHOS,AV ONZE DE AGOSTO,,TERREO2739,NACOES,13271-210,,Brasil,EM ANDAMENTO,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1242-13,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR SOLAR,R JOSE PAULINO,,,CENTRO,13013-000,,Brasil,6869203,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1243-02,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED RES PRINCESS COPACABANA,R XAVIER DA SILVEIRA,,TERREO E 1 PAVIMENTO DE GARAGEM,COPACABANA,22061-010,,Brasil,EM ANDAMENTO,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1244-85,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM ESPACO ITANHANGA,EST BARRA DA TIJUCA,,,ITANHANGA,22641-003,,Brasil,13173800,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1245-66,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP LIMEIRA,R MIGUEL GUIDOTTI,,,PARQUE EGISTO RAGAZZO,13485-342,,Brasil,81724,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1246-47,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM CASA PRADO,PC DOUTOR MAURICIO CARDOSO,,,MOINHOS DE VENTO,90570-010,,Brasil,31574823,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1247-28,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR UNIMED 2,R MONSENHOR SALAZAR,,,FATIMA,60130-370,,Brasil,6613071,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1249-90,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN UNICEPLAC,AE PARA INDUSTRIA LOTE,, SETOR LESTE,GAMA,72460-901,,Brasil,ISENTA,760133201307,52.23-1-00,,Lucro Real,,,,,
60.537.263/1250-23,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR LEITE ALBUQUERQUE,R DESEMBARGADOR LEITE ALBUQUERQUE,,,ALDEOTA,60150-150,,Brasil,6672558,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1251-04,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP PIAZZA SALTON,R DOUTOR MONTAURY,,,CENTRO,95700-170,,Brasil,49661,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1252-95,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR SANTOS DUMONT,AV SANTOS DUMONT             ,,,ALDEOTA,60150-162,,Brasil,6684106     ,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1253-76,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM LED CORPORATE BARRA FUNDA,R ROBERT BOSCH,,,BARRA FUNDA,01141-010,,Brasil,35906260042,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1254-57,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,MONO BTG EUROPA 105,AV EUROPA,,,JARDIM EUROPA,01449-001,,Brasil,70553823,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1255-38,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM HELBOR WIDE SP,AV REBOUCAS,,,PINHEIROS,05401-450,,Brasil,70669031,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1256-19,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM TREND CITY CENTER,R MANOELITO DE ORNELLAS,,,PRAIA DE BELAS,90110-230,,Brasil,32032420,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1257-08,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM MALL + PM ROSOLEN,R ANTONIO FERNANDES LEITE,,,JARDIM SANTA IZABEL,13185-230,,Brasil,50878,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1258-80,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOTEL VENIT,V EMBAIXADOR ABELARDO BUENO,,LOT 02 PAL 48346 SUBSOLO,BARRA DA TIJUCA,22775-040,,Brasil,13452466,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1259-61,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED CATEQUESE,R CATEQUESE,,,VILA GUIOMAR,09090-401,,Brasil,311420,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1260-03,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,EDG PARK CENTER,AV DA FRANCA,,EDIF EDF GARAGEM OUTROS ESTACIONAMENTO,COMERCIO,40010-000,,Brasil,54794601630,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1261-86,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM RIVER ONE,R GERIVATIBA,,,BUTANTA,05501-030,,Brasil,71035311,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1262-67,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,LAZER ACQUAMOTION TERMAS PARK,EST MUNICIPAL LINHA AVILA,,,CARAZAL,95670-000,,Brasil,26141,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1263-48,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOTEL CIDADE MATARAZZO ROSEWOOD SP,AL RIO CLARO,,ANEXO 28 190 R.ITAPEVA 435,BELA VISTA,01332-010,,Brasil,71186255,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1264-29,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP DR DELFIN GONZALEZ,AV AFONSO PENA,,,TIROL,59020-100,,Brasil,2236554 ,,52.23-1-00,,Lucro Real,,,,,
